Num,Timestamp,C0,T0,C1,T1,C2,T2,C3,T3,C4,T4,C5,T5,S0,S1,S2,S3,S4,S5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
6807,2022-10-26T15:26:01.084Z,0.0386504605412483mA,37.125°,-1.89800882339477mA,40.375°,-0.833253622055053mA,40.6875°,-0.546059846878051mA,43.375°,-0.105757519602775mA,45.25°,0.0277364403009414mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0863787531852722mA,247,0,FALSE
6808,2022-10-26T15:26:02.090Z,0.0349474996328353mA,37.1875°,-1.86494779586792mA,40.375°,-0.834729015827179mA,40.6875°,-0.550890505313873mA,43.4375°,-0.090382769703865mA,45.25°,0.0398663729429245mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0959697961807251mA,247,0,FALSE
6809,2022-10-26T15:26:03.094Z,0.0210397914052009mA,37.1875°,-1.86640071868896mA,40.375°,-0.839769482612609mA,40.75°,-0.555783629417419mA,43.375°,-0.1099494099617mA,45.25°,0.0337824448943138mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0921505689620971mA,247,0,FALSE
6810,2022-10-26T15:26:04.098Z,0.0250675361603498mA,37.1875°,-1.89258050918579mA,40.375°,-0.840384006500244mA,40.75°,-0.546844899654388mA,43.375°,-0.0977659225463867mA,45.1875°,0.0381974838674068mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0794200301170349mA,247,0,FALSE
6811,2022-10-26T15:26:05.108Z,0.0179952401667833mA,37.1875°,-1.87377452850341mA,40.375°,-0.850042819976806mA,40.6875°,-0.539094030857086mA,43.4375°,-0.0700355619192123mA,45.25°,0.0345833711326122mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0934237241744995mA,247,0,FALSE
6812,2022-10-26T15:26:06.115Z,0.0279334299266338mA,37.1875°,-1.89081919193267mA,40.375°,-0.842829227447509mA,40.6875°,-0.558557271957397mA,43.4375°,-0.104686677455902mA,45.25°,0.020732894539833mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.087738037109375mA,247,0,FALSE
6813,2022-10-26T15:26:07.119Z,0.0127983093261718mA,37.1875°,-1.84664380550384mA,40.375°,-0.826768159866333mA,40.6875°,-0.534050226211547mA,43.4375°,-0.100790783762931mA,45.1875°,0.0125224301591515mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0921506285667419mA,247,0,FALSE
6814,2022-10-26T15:26:08.129Z,-0.254516571760177mA,37.1875°,-2.62502646446228mA,40.375°,-1.30639278888702mA,40.6875°,-0.305135190486907mA,43.4375°,0.0820632129907608mA,45.25°,-0.131515085697174mA,44.5°,-0.111115902662277m/s,0.00407170364633202m/s,-0.013143939897418m/s,0.204580172896385m/s,-0.00566386338323354m/s,-0.0900315046310424m/s,0.0837465524673461mA,247,0,FALSE
6815,2022-10-26T15:26:09.138Z,-0.203094199299812mA,37.1875°,-2.23663854598999mA,40.3125°,-2.00334501266479mA,40.75°,-0.314719378948211mA,43.4375°,0.21941915154457mA,45.25°,-0.169991239905357mA,44.5°,0.00718772411346435m/s,0.00545136630535125m/s,-0.0384293086826801m/s,0.607820034027099m/s,-0.0216422453522682m/s,-0.6321382522583m/s,0.0863786935806274mA,247,0,FALSE
6816,2022-10-26T15:26:10.154Z,2.21554040908813mA,37.1875°,-2.17547392845153mA,40.375°,-0.690954804420471mA,40.6875°,-0.615186333656311mA,43.4375°,-0.69048011302948mA,45.25°,-0.0322755984961986mA,44.5°,-0.000356231146724894m/s,0.0048716845922172m/s,2.45479822158813m/s,-0.580487549304962m/s,0.000184024014743044m/s,0.615787029266357m/s,0.0838326215744018mA,247,0,FALSE
6817,2022-10-26T15:26:11.159Z,0.117291159927845mA,37.1875°,-1.892422914505mA,40.375°,-0.97252881526947mA,40.75°,-1.04518055915832mA,43.375°,-0.350626051425933mA,45.25°,-0.28369978070259mA,44.5°,0.482253342866897m/s,-0.0190346632152795m/s,-0.00304619991220533m/s,-0.851529657840728m/s,-0.196174189448356m/s,0.279025346040725m/s,0.0952041149139404mA,247,0,FALSE
6818,2022-10-26T15:26:12.163Z,-1.27788209915161mA,37.1875°,-1.99627864360809mA,40.3125°,-1.62175405025482mA,40.6875°,-0.11169458925724mA,43.4375°,0.251099318265914mA,45.1875°,0.0891569256782531mA,44.5°,0.126689165830612m/s,0.155044227838516m/s,-2.59358191490173m/s,0.387733906507492m/s,2.91971399637537e-23m/s,-0.503414154052734m/s,0.0826457738876342mA,247,0,FALSE
6819,2022-10-26T15:26:13.177Z,,,,,,,,,,,,,,,,,,,,247,,FALSE
6820,2022-10-26T15:26:14.181Z,0.0125478878617286mA,37.1875°,-2.107027053833mA,40.3125°,-1.57233417034149mA,40.6875°,-0.438796073198318mA,43.4375°,0.049986146390438mA,45.25°,0.029339674860239mA,44.5°,0.0m/s,0.000141571115818806m/s,-0.00011987070320174m/s,2.33486815667465e-17m/s,0.0m/s,3.05222015650332e-36m/s,0.0794200301170349mA,247,0,FALSE
6821,2022-10-26T15:26:15.184Z,0.411295861005783mA,37.1875°,-1.5215311050415mA,40.375°,-0.686498522758483mA,40.6875°,-1.03434526920318mA,43.375°,-0.253482520580291mA,45.1875°,0.20846602320671mA,44.5°,0.327926099300384m/s,-0.0856361165642738m/s,0.0791676938533783m/s,-1.01538670063018m/s,0.0459673888981342m/s,0.695201098918914m/s,0.0788266062736511mA,247,0,FALSE
6822,2022-10-26T15:26:16.191Z,-0.0986033901572227mA,37.1875°,-1.64379131793975mA,40.375°,-0.726730823516845mA,40.75°,-0.541786611080169mA,43.375°,-0.0723622441291809mA,45.25°,0.0334041528403759mA,44.5°,0.0m/s,0.0m/s,0.0m/s,-3.52770856117204e-25m/s,0.0m/s,7.62924269373499e-22m/s,0.0863787531852722mA,247,0,FALSE
6823,2022-10-26T15:26:17.195Z,-0.0624864026904106mA,37.1875°,-1.63189852237701mA,40.375°,-0.750371992588043mA,40.75°,-0.55671340227127mA,43.4375°,-0.0781957730650901mA,45.1875°,-0.0104740317910909mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.166667699813842mA,247,0,FALSE
6824,2022-10-26T15:26:18.207Z,-0.204792067408561mA,37.1875°,-4.38104248046875mA,40.375°,-3.12153625488281mA,40.75°,-0.921861886978149mA,43.4375°,0.16772323846817mA,45.1875°,-0.175376489758491mA,44.5°,-0.295929938554763m/s,0.0280239228159189m/s,-0.0564918331801891m/s,0.95693963766098m/s,-0.0361880175769329m/s,-0.782551050186157m/s,0.0883314609527587mA,247,0,FALSE
6825,2022-10-26T15:26:19.209Z,0.546020090579986mA,37.1875°,-3.14520764350891mA,40.3125°,-1.54714751243591mA,40.75°,-1.26590037345886mA,43.375°,0.193168461322784mA,45.25°,-0.0922986790537834mA,44.5°,0.0017715961439535m/s,0.0971922725439071m/s,2.5515022277832m/s,-0.514421284198761m/s,-0.000743657059501856m/s,0.667232036590576m/s,0.0901979207992553mA,247,0,FALSE
6826,2022-10-26T15:26:20.211Z,-0.2304447889328mA,37.1875°,-2.33131313323974mA,40.375°,-1.29446899890899mA,40.75°,-1.24126589298248mA,43.4375°,0.494934648275375mA,45.1875°,-0.210979849100112mA,44.5°,0.230426922440528m/s,-0.0202607382088899m/s,0.00982775352895259m/s,-0.524630606174469m/s,-0.109314739704132m/s,0.218589216470718m/s,0.0800134539604187mA,247,0,FALSE
6827,2022-10-26T15:26:21.222Z,-0.109700076282024mA,37.1875°,-2.92863488197326mA,40.3125°,-1.50783610343933mA,40.75°,-0.714935302734375mA,43.4375°,0.2171610891819mA,45.1875°,-0.00119036994874477mA,44.5625°,-0.000158766953973099m/s,0.000166218989761546m/s,-0.000177395224454812m/s,0.00396107276901602m/s,0.000103912709164433m/s,-0.000255813909461721m/s,0.177531778812408mA,247,0,FALSE
6828,2022-10-26T15:26:22.229Z,-0.10299951583147mA,37.1875°,-2.61492800712585mA,40.3125°,-0.828985035419464mA,40.75°,-0.370080947875976mA,43.375°,0.08186836540699mA,45.25°,0.163620427250862mA,44.5°,-0.336859077215194m/s,0.000458575668744742m/s,-0.00354063627310097m/s,0.25506567955017m/s,0.0122878374531865m/s,0.0735867768526077m/s,0.0850195884704589mA,247,0,FALSE
6829,2022-10-26T15:26:23.238Z,-0.23273479938507mA,37.1875°,-2.70939660072326mA,40.375°,-0.937071740627288mA,40.75°,-0.424209356307983mA,43.375°,0.00752538070082664mA,45.1875°,0.0738811269402504mA,44.5°,-7.74842847022228e-05m/s,1.40129846432481e-45m/s,0.0m/s,0.000146442194818519m/s,0.0m/s,0.0m/s,0.0850195884704589mA,247,0,FALSE
6830,2022-10-26T15:26:24.244Z,-0.181440979242324mA,37.1875°,-2.31139492988586mA,40.375°,-1.00795912742614mA,40.75°,-0.459152340888977mA,43.4375°,0.0163236949592828mA,45.1875°,0.0724608898162841mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0813727378845214mA,247,0,FALSE
6831,2022-10-26T15:26:25.251Z,-0.198867961764335mA,37.1875°,-2.23955273628234mA,40.375°,-1.05903613567352mA,40.75°,-0.483352959156036mA,43.375°,-0.00110612227581441mA,45.1875°,0.0500797666609287mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0831531286239624mA,247,0,FALSE
6832,2022-10-26T15:26:26.253Z,-0.148108407855033mA,37.1875°,-2.19411468505859mA,40.3125°,-1.05226337909698mA,40.6875°,-0.51178377866745mA,43.375°,0.00296117318794131mA,45.1875°,0.0551124513149261mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.083239197731018mA,247,0,FALSE
6833,2022-10-26T15:26:27.257Z,-0.144632071256637mA,37.125°,-2.20645976066589mA,40.3125°,-1.07543754577636mA,40.75°,-0.523354053497314mA,43.375°,-0.00200966745615005mA,45.1875°,0.0606217682361602mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0749211907386779mA,247,0,FALSE
6834,2022-10-26T15:26:28.259Z,0.116592049598693mA,37.125°,-2.07923483848571mA,40.375°,-1.52715754508972mA,40.6875°,-0.992563843727111mA,43.375°,-0.0869465693831443mA,45.25°,-0.159229934215545mA,44.5°,0.294482618570327m/s,-0.00114012719132006m/s,0.00185369502287358m/s,-0.130658939480781m/s,-0.00689248414710164m/s,-0.151806026697158m/s,0.0813727378845214mA,248,0,FALSE
6835,2022-10-26T15:26:29.264Z,-0.169153094291687mA,37.1875°,-2.46638107299804mA,40.3125°,-1.19416856765747mA,40.6875°,-0.562247514724731mA,43.375°,0.48414397239685mA,45.25°,0.13228434324264499mA,44.5°,-0.000100129458587616m/s,0.00538735464215278m/s,-0.00274805584922432m/s,0.00472405925393104m/s,0.000539374887011945m/s,5.79788138566073e-05m/s,0.487478792667388mA,248,0,FALSE
6836,2022-10-26T15:26:30.271Z,-1.65649044513702mA,37.1875°,-2.01273488998413mA,40.3125°,-1.00236248970031mA,40.6875°,1.57650625705719mA,43.375°,1.86794996261596mA,45.1875°,-0.0405215732753276mA,44.5625°,0.119783341884613m/s,0.209991678595542m/s,-2.71800971031188m/s,0.430867135524749m/s,-1.10499087564018e-16m/s,-0.495401501655578m/s,0.0863787531852722mA,248,0,FALSE
6837,2022-10-26T15:26:31.272Z,0.795833170413971mA,37.1875°,-4.89994382858276mA,40.3125°,-1.9150595664978mA,40.6875°,-1.60678076744079mA,43.375°,-0.626043021678924mA,45.1875°,0.130243450403213mA,44.5°,-0.0368266925215721m/s,-0.14276747405529m/s,0.0269992090761661m/s,-0.302026897668838m/s,0.0094038238748908m/s,0.378803730010986m/s,0.082559585571289mA,248,0,FALSE
6838,2022-10-26T15:26:32.274Z,0.558320224285125mA,37.1875°,-2.13799619674682mA,40.3125°,-1.07457816600799mA,40.75°,-1.2220721244812mA,43.375°,-0.694255471229553mA,45.25°,0.230847746133804mA,44.5625°,0.118815876543521m/s,-0.028254210948944m/s,0.0195929296314716m/s,-0.3731649518013m/s,0.0156701430678367m/s,0.233792901039123m/s,0.0857853293418884mA,248,0,F
6839,2022-10-26T15:26:33.282Z,-0.0199845638126134mA,37.125°,-2.60124087333679mA,40.3125°,-1.77933228015899mA,40.75°,-1.03009390830993mA,43.375°,0.548899292945861mA,45.1875°,0.131490334868431mA,44.5625°,0.0m/s,0.00356522086076438m/s,-0.000263055349932983m/s,-1.95402776625996e-06m/s,0.000112324458314105m/s,-0.00847494043409824m/s,0.209779441356658mA,248,0,FALSE
6840,2022-10-26T15:26:34.287Z,-0.0207312051206827mA,37.125°,-1.73634183406829mA,40.3125°,-0.82531851530075mA,40.6875°,-0.609576225280761mA,43.375°,-0.0126715553924441mA,45.1875°,-0.0539486743509769mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0896044969558715mA,248,0,FALSE
6841,2022-10-26T15:26:35.295Z,0.00947487540543079mA,37.1875°,-1.86709129810333mA,40.3125°,-0.847794651985168mA,40.6875°,-0.587626218795776mA,43.375°,-0.0416861698031425mA,45.1875°,-0.043146438896656mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122337341308mA,248,0,FALSE
6842,2022-10-26T15:26:36.305Z,-0.269075661897659mA,37.125°,-2.60089302062988mA,40.3125°,-1.34227085113525mA,40.6875°,-0.343789160251617mA,43.375°,0.11723206937313mA,45.1875°,-0.134694129228591mA,44.5°,-0.165172010660171m/s,0.00178479007445275m/s,-0.0156230879947543m/s,0.354838579893112m/s,-0.0124119203537702m/s,-0.199271366000175m/s,0.083239197731018mA,248,0,FALSE
6843,2022-10-26T15:26:37.311Z,-0.169360682368278mA,37.125°,-1.94786524772644mA,40.3125°,-1.8957290649414mA,40.6875°,-0.313386857509613mA,43.375°,0.143723472952842mA,45.1875°,-0.17333972454071mA,44.5°,0.101664662361145m/s,0.00206871074624359m/s,-0.0157505869865417m/s,0.500720143318176m/s,-0.0176475998014211m/s,-0.588900804519653m/s,0.0824734568595886mA,248,0,F
6844,2022-10-26T15:26:38.320Z,0.711072385311126mA,37.125°,-1.89176952838897mA,40.3125°,-0.565513551235199mA,40.6875°,-0.701996684074401mA,43.375°,-0.157107204198837mA,45.1875°,-0.00602985545992851mA,44.5625°,0.00311421137303113m/s,-0.00406969105824828m/s,2.59946346282959m/s,-0.587287068367004m/s,0.0m/s,0.640411376953125m/s,0.0895184278488159mA,248,0,FALSE
6845,2022-10-26T15:26:39.324Z,-0.341235071420669mA,37.1875°,-3.33762907981872mA,40.3125°,-1.06111657619476mA,40.75°,-0.40730333328247mA,43.375°,-0.149926990270614mA,45.25°,0.189803019165992mA,44.5625°,-0.24392382800579m/s,-0.0313088744878768m/s,-0.0378833711147308m/s,0.243607327342033m/s,0.0661731511354446m/s,0.0170403849333524m/s,0.0844261646270752mA,248,0,FALSE
6846,2022-10-26T15:26:40.333Z,-0.801998198032379mA,37.1875°,-1.792076587677mA,40.3125°,-1.5607783794403mA,40.6875°,-0.000345067586749792mA,43.375°,0.222846120595932mA,45.1875°,0.02574173361063mA,44.5°,0.10220269113779m/s,0.14206525683403m/s,-2.47865772247314m/s,0.37854865193367m/s,0.0m/s,-0.489219516515731m/s,0.0851056575775146mA,248,0,FALSE
6847,2022-10-26T15:26:41.340Z,-0.0022873596753925mA,37.1875°,-1.7919179201126mA,40.3125°,-1.58283925056457mA,40.6875°,-0.495417088270187mA,43.375°,0.073134571313858mA,45.1875°,0.00664393324404954mA,44.5°,7.01750541338697e-05m/s,6.16909092059359e-05m/s,-0.000171322099049575m/s,-6.12928924965672e-05m/s,0.0m/s,0.0m/s,0.0851919054985046mA,248,0,FALSE
6848,2022-10-26T15:26:42.344Z,-0.00683443760499358mA,37.1875°,-1.77013790607452mA,40.3125°,-1.00707554817199mA,40.6875°,-0.69015234708786mA,43.375°,-0.0183483846485614mA,45.1875°,0.107692688703536mA,44.5°,0.000377487827790901m/s,0.00195406982675194m/s,-0.0035112970508635m/s,-0.000446090241894125m/s,0.00020374622545205m/s,-1.71529063663911e-05m/s,0.0869722962379455mA,248,0,FALSE
6849,2022-10-26T15:26:43.350Z,-0.107399612665176mA,37.1875°,-1.60408854484558mA,40.3125°,-0.761410593986511mA,40.6875°,-0.684436440467834mA,43.375°,-0.104267939925193mA,45.1875°,-0.0450724437832832mA,44.5°,5.09565106767695e-05m/s,0.0m/s,0.0m/s,0.0m/s,-5.27267075085546e-05m/s,5.99599885141874e-27m/s,0.480347692966461mA,248,0,FALSE
6850,2022-10-26T15:26:44.352Z,-0.273261129856109mA,37.1875°,-1.67491888999938mA,40.3125°,-0.971192240715026mA,40.6875°,-0.81688642501831mA,43.375°,0.887619495391845mA,45.1875°,0.0633457154035568mA,44.5°,3.1210132657175e-35m/s,0.0214120205491781m/s,-0.00636143423616886m/s,-0.00168344215489923m/s,0.0m/s,-0.000483929412439465m/s,0.250689625740051mA,248,0,FALSE
6851,2022-10-26T15:26:45.359Z,0.113079696893692mA,37.1875°,-4.80309581756591mA,40.3125°,-3.48568558692932mA,40.6875°,-1.08220279216766mA,43.375°,-0.226958602666854mA,45.1875°,-0.116313070058822mA,44.5°,-0.0550933592021465m/s,-0.00325594539754092m/s,-0.0625589936971664m/s,1.10030341148376m/s,-0.0421253331005573m/s,-0.98064512014389m/s,0.0844261646270752mA,248,0,FALSE
6852,2022-10-26T15:26:46.361Z,-0.544563651084899mA,37.1875°,-2.64934730529785mA,40.3125°,0.341536790132522mA,40.6875°,1.15185105800628mA,43.375°,1.22168564796447mA,45.1875°,-0.0689825564622879mA,44.5°,-0.00105315714608877m/s,0.0175388380885124m/s,2.64561200141906m/s,-0.527538537979126m/s,-2.07559082809893e-06m/s,0.674909532070159m/s,0.0812004208564758mA,248,0,FALSE
6853,2022-10-26T15:26:47.369Z,-0.369632065296173mA,37.1875°,-2.40477895736694mA,40.3125°,-1.22678852081298mA,40.6875°,-1.42758870124816mA,43.375°,0.514814674854278mA,45.1875°,-0.180343508720397mA,44.5°,0.178703680634498m/s,0.0637689903378486m/s,-0.0126312784850597m/s,-0.296460092067718m/s,-0.072828009724617m/s,0.0873916000127792m/s,0.0787404179573059mA,248,0,FALSE
6854,2022-10-26T15:26:48.376Z,0.0230435915291309mA,37.1875°,-2.69213271141052mA,40.3125°,-1.38491106033325mA,40.75°,-0.557360112667083mA,43.375°,0.0363658852875232mA,45.25°,0.000529919168911874mA,44.5625°,0.0m/s,7.4277188105043e-05m/s,-5.56601698917802e-05m/s,9.85500955721363e-05m/s,5.01203503517899e-05m/s,-0.00314650381915271m/s,0.186778247356414mA,248,0,FALSE
6855,2022-10-26T15:26:49.383Z,-0.316432803869247mA,37.1875°,-2.4516324996948198mA,40.3125°,-0.838435173034668mA,40.6875°,-0.36402940750122mA,43.375°,0.123788371682167mA,45.1875°,0.142847687005996mA,44.5°,-0.208968788385391m/s,0.000572336837649345m/s,-0.00818347092717886m/s,0.177440345287323m/s,0.00673628039658069m/s,0.0178836826235055m/s,0.0781469345092773mA,248,0,FALSE
6856,2022-10-26T15:26:50.387Z,-0.188968181610107mA,37.1875°,-2.6248619556427mA,40.3125°,-0.95481789112091mA,40.6875°,-0.434334069490432mA,43.375°,0.02896567620337mA,45.1875°,0.0969474464654922mA,44.5°,0.0m/s,0.0m/s,0.0m/s,5.73693105252459e-05m/s,0.0m/s,0.0m/s,0.0793339014053344mA,248,0,FALSE
6857,2022-10-26T15:26:51.392Z,-0.139410078525543mA,37.1875°,-2.37610602378845mA,40.3125°,-1.00130760669708mA,40.75°,-0.448356360197067mA,43.375°,-0.00313057051971554mA,45.1875°,0.0747979283332824mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122933387756mA,248,0,FALSE
6858,2022-10-26T15:26:52.398Z,0.0894309356808662mA,37.125°,-2.08233618736267mA,40.3125°,-1.52701961994171mA,40.75°,-0.970555663108825mA,43.375°,-0.100877061486244mA,45.25°,-0.161232367157936mA,44.5°,0.273224115371704m/s,-0.000759029935579747m/s,0.00125873915385454m/s,-0.126740008592605m/s,-0.00605535460636019m/s,-0.144784063100814m/s,0.0874795913696289mA,249,0,f
6859,2022-10-26T15:26:53.406Z,-0.204106658697128mA,37.125°,-2.55559825897216mA,40.3125°,-1.36605787277221mA,40.6875°,-0.574656188488006mA,43.375°,0.507625460624694mA,45.1875°,0.0295936949551105mA,44.5°,-0.000390918838093057m/s,0.00471628410741686m/s,-0.00438113929703831m/s,0.00310218310914933m/s,-0.000178707123268395m/s,-6.48068089503794e-05m/s,0.498677849769592mA,249,0,FALSE
6860,2022-10-26T15:26:54.409Z,1.21487319469451mA,37.125°,-2.22058010101318mA,40.3125°,-1.44819021224975mA,40.6875°,0.960573256015777mA,43.375°,-2.53161644935607mA,45.1875°,0.00835675094276666mA,44.5°,0.136405244469642m/s,0.0384440831840038m/s,-2.66831016540527m/s,0.406717419624328m/s,0.000313063879730179m/s,-0.484101325273513m/s,0.0838326215744018mA,249,0,FALSE
6861,2022-10-26T15:26:55.411Z,-0.712507009506225mA,37.1875°,-4.91633892059326mA,40.3125°,-2.09467244148254mA,40.6875°,-1.9534386396408mA,43.375°,1.23665869235992mA,45.1875°,0.19092646241188mA,44.5°,-0.0534784533083438m/s,0.00346897728741168m/s,0.0627345219254493m/s,-0.369281113147735m/s,0.0191984381526708m/s,0.408487796783447m/s,0.477208018302917mA,249,0,FALSE
6862,2022-10-26T15:26:56.418Z,0.463750898838043mA,37.1875°,-1.35043346881866mA,40.3125°,-0.943265914916992mA,40.6875°,-1.03064692020416mA,43.375°,-0.938655734062194mA,45.25°,0.232569366693496mA,44.5°,0.102144874632358m/s,-0.0704211220145225m/s,0.0489385612308979m/s,-0.363692104816436m/s,0.0189363490790128m/s,0.205770507454872m/s,0.0818800926208496mA,249,0,FALSE
6863,2022-10-26T15:26:57.425Z,-0.0231181047856807mA,37.125°,-3.56287741661071mA,40.3125°,-1.29668498039245mA,40.75°,-1.16254949569702mA,43.375°,-0.270813822746276mA,45.1875°,-0.0934508442878723mA,44.5°,-0.000131964887259528m/s,6.43493876850698e-06m/s,-0.000280839798506349m/s,-0.000918308563996106m/s,0.0m/s,0.000993691617622971m/s,0.0896044969558715mA,249,1,FALSE
6864,2022-10-26T15:26:58.430Z,-0.0714184418320655mA,37.125°,-3.71056389808654mA,40.375°,-1.51369631290435mA,40.75°,-1.13111901283264mA,43.375°,0.0333820059895515mA,45.1875°,-0.0497063361108303mA,44.5°,0.0m/s,5.25446952828862e-29m/s,0.0m/s,-0.000358901772415265m/s,0.0m/s,-4.32824599556624e-05m/s,0.0806931257247924mA,249,0,FALSE
6865,2022-10-26T15:26:59.432Z,-0.435462534427642mA,37.1875°,1.08359611034393mA,40.3125°,1.5773115158081mA,40.6875°,1.37369918823242mA,43.375°,0.428104370832443mA,45.25°,0.174353450536727mA,44.5°,0.0206012446433305m/s,-0.000768847006838768m/s,-0.000125320293591357m/s,-0.0122042084112763m/s,0.000728213228285312m/s,0.020199742168188m/s,0.083239197731018mA,249,1,FALSE
6866,2022-10-26T15:27:00.440Z,-0.0363719537854194mA,37.1875°,-0.0751962587237358mA,40.3125°,0.80545562505722mA,40.75°,1.11549019813537mA,43.375°,0.020130893215537mA,45.1875°,-0.063996709883213mA,44.5°,-0.00418939255177974m/s,9.2380003479775e-05m/s,6.01295191415829e-09m/s,-0.000423330988269299m/s,0.0m/s,-0.000362188584404066m/s,0.0800134539604187mA,249,0,FALSE
6867,2022-10-26T15:27:01.445Z,0.0138970352709293mA,37.125°,-0.491413235664367mA,40.3125°,0.420697510242462mA,40.75°,0.766826629638671mA,43.375°,-0.071008488535881mA,45.1875°,0.0476725772023201mA,44.5°,-6.44010724499821e-05m/s,0.0m/s,0.0m/s,-6.03882290306501e-05m/s,5.32783087692223e-05m/s,-0.000191592378541827m/s,0.100975930690765mA,249,0,FALSE
6868,2022-10-26T15:27:02.450Z,0.207514256238937mA,37.125°,-2.41295456886291mA,40.3125°,-1.14344894886016mA,40.6875°,-0.556540489196777mA,43.375°,-0.0608509555459022mA,45.1875°,0.114783495664596mA,44.5°,-2.92056587155132e-27m/s,0.0m/s,0.0m/s,-3.6207870896457e-18m/s,0.0m/s,-2.4192673798069e-17m/s,0.0824735164642334mA,249,0,FALSE
6869,2022-10-26T15:27:03.456Z,0.217149972915649mA,37.125°,-2.2332968711853mA,40.3125°,-0.976512551307678mA,40.6875°,-0.546793341636657mA,43.375°,-0.0649529844522476mA,45.25°,0.0615217201411724mA,44.5625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0896044969558715mA,249,0,FALSE
6870,2022-10-26T15:27:04.457Z,0.189275741577148mA,37.125°,-2.12297844886779mA,40.3125°,-0.994425415992736mA,40.6875°,-0.558079421520233mA,43.375°,-0.0854924023151397mA,45.1875°,0.04624605178833mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0889248847961425mA,249,0,FALSE
6871,2022-10-26T15:27:05.462Z,0.181170433759689mA,37.125°,-2.05551147460937mA,40.3125°,-1.02774548530578mA,40.75°,-0.562947273254394mA,43.375°,-0.0596586465835571mA,45.1875°,0.0344872586429119mA,44.5°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0896044969558715mA,249,0,FALSE
